"Ayckbourn_Jeeves" "Black_Boulevard" "Black_Express" "Black_Song" "Black_Sunday" "Black_Ward" "Eliot_Cats" "Elton_Game" "Hampton_Boulevard" "Hampton_Ward" "Harburg_Oz" "Hart_Aspects" "Hart_Love" "Hart_Phantom" "Maltby_Song" "Nunn_Cats" "Rice_Evita" "Rice_JCS" "Rice_Joseph" "Rice_Likes" "Rice_Oz" "Slater_Love" "Slater_Rock" "Steinman_Whistle" "Stilgoe_Cats" "Stilgoe_Express" "Stilgoe_Phantom" "Yazbek_Express" "Zippel_Woman"
"pitch" 0 0.0143709132715384 0 0 0 0 0 0 0.0143709132715384 0 0.11119347664937 0 0 0 0 0 0 0 0 0 0.11119347664937 0 0 0 0 0 0 0 0.00913659205116491
"pity" 0 0 0 0 0 0 0 0 0 0 0 0.0124440019910403 0 0.0511901714870745 0 0 0 0.013646288209607 0.0180212650928095 0 0 0 0 0 0 0 0.0511901714870745 0 0
"pleasures" 0 0 0 0 0 0.284090909090909 0 0 0 0.284090909090909 0 0.0871080139372822 0.0106213489113117 0 0 0 0 0 0 0 0 0.0106213489113117 0 0 0 0 0 0 0
"plot" 0 0.0215563699073076 0.0137174211248285 0 0 0 0 0 0.0215563699073076 0 0 0 0 0.0127975428717686 0 0 0 0 0 0 0 0 0 0 0 0.0137174211248285 0.0127975428717686 0.0137174211248285 0
"pray" 0 0 0.0137174211248285 0.0203541624262162 0.0348189415041783 0 0 0.0612745098039216 0 0 0 0 0 0 0.0203541624262162 0 0 0 0 0 0 0 0 0 0 0.0137174211248285 0 0.0137174211248285 0.0182731841023298
"pressing" 0 0 0.0411522633744856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0411522633744856 0 0.0411522633744856 0.0182731841023298
"production" 0 0.0071854566357692 0 0 0 0 0 0 0.0071854566357692 0 0 0.0124440019910403 0 0.0511901714870745 0 0 0 0 0 0 0 0 0 0 0 0 0.0511901714870745 0 0
"quality" 0 0.0143709132715384 0.0137174211248285 0 0 0 0 0 0.0143709132715384 0 0 0 0 0 0 0 0.0544736483725998 0 0 0 0 0 0 0 0 0.0137174211248285 0 0.0137174211248285 0
"reached" 0 0.0071854566357692 0.0137174211248285 0 0 0 0 0 0.0071854566357692 0 0 0 0 0 0 0 0.0544736483725998 0.013646288209607 0 0 0 0 0 0.0175592625109745 0 0.0137174211248285 0 0.0137174211248285 0
"repair" 0 0 0.0274348422496571 0 0 0 0.0154750851129681 0 0 0 0.0370644922164566 0 0 0 0 0.0154750851129681 0 0 0 0 0.0370644922164566 0 0 0 0.0154750851129681 0.0274348422496571 0 0.0274348422496571 0
"salad" 0 0 0 0.0814166497048646 0.104456824512535 0 0 0 0 0 0 0 0 0 0.0814166497048646 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"shared" 0.02686005909213 0 0.0137174211248285 0 0 0 0 0 0 0 0 0 0.0106213489113117 0.0255950857435372 0 0 0.0136184120931499 0 0 0 0 0.0106213489113117 0 0 0 0.0137174211248285 0.0255950857435372 0.0137174211248285 0
"sharing" 0 0.0071854566357692 0 0 0 0 0 0 0.0071854566357692 0 0 0.0124440019910403 0 0.0511901714870745 0 0 0 0 0 0 0 0 0 0 0 0 0.0511901714870745 0 0
"shelf" 0 0.0287418265430768 0 0 0 0 0.0154750851129681 0 0.0287418265430768 0 0 0 0 0 0 0.0154750851129681 0 0 0 0 0 0 0 0 0.0154750851129681 0 0 0 0
"shock" 0 0.0143709132715384 0.0137174211248285 0 0 0 0 0 0.0143709132715384 0 0 0.0248880039820806 0 0.0127975428717686 0 0 0 0 0 0 0 0 0 0 0 0.0137174211248285 0.0127975428717686 0.0137174211248285 0
"slam" 0 0 0.0137174211248285 0.0407083248524323 0.0696378830083565 0 0 0 0 0 0 0 0 0.0127975428717686 0.0407083248524323 0 0 0 0 0 0 0 0 0 0 0.0137174211248285 0.0127975428717686 0.0137174211248285 0
"spent" 0.02686005909213 0.0287418265430768 0 0 0 0 0 0 0.0287418265430768 0 0 0.0124440019910403 0 0 0 0 0 0 0.0180212650928095 0 0 0 0 0 0 0 0 0 0
"stories" 0 0.0143709132715384 0 0 0 0 0 0 0.0143709132715384 0 0 0 0 0.0383926286153059 0 0 0.0136184120931499 0 0 0 0 0 0 0 0 0 0.0383926286153059 0 0
"swim" 0 0.0143709132715384 0 0 0 0 0 0 0.0143709132715384 0 0 0 0.0318640467339352 0 0 0 0 0 0 0 0 0.0318640467339352 0 0.0175592625109745 0 0 0 0 0
"sworn" 0.02686005909213 0 0 0.0407083248524323 0.0696378830083565 0 0.0154750851129681 0 0 0 0 0.0124440019910403 0 0 0.0407083248524323 0.0154750851129681 0 0 0 0 0 0 0 0 0.0154750851129681 0 0 0 0
"table" 0 0.0215563699073076 0 0 0 0 0 0 0.0215563699073076 0 0 0 0.0106213489113117 0 0 0 0 0 0.036042530185619 0 0 0.0106213489113117 0 0.0175592625109745 0 0 0 0 0
"tale" 0 0.0071854566357692 0 0.0203541624262162 0.0348189415041783 0 0 0 0.0071854566357692 0 0 0.0124440019910403 0 0 0.0203541624262162 0 0 0 0.0540637952784285 0.0807754442649435 0 0 0 0 0 0 0 0 0.00913659205116491
"teeth" 0 0 0 0.0814166497048646 0.104456824512535 0 0 0 0 0 0 0 0 0 0.0814166497048646 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"themselves" 0.02686005909213 0.0143709132715384 0.0137174211248285 0 0 0 0 0 0.0143709132715384 0 0 0 0 0 0 0 0.0136184120931499 0.013646288209607 0 0 0 0 0 0.0175592625109745 0 0.0137174211248285 0 0.0137174211248285 0
"tired" 0 0 0 0.0203541624262162 0.0348189415041783 0 0 0 0 0 0 0 0 0 0.0203541624262162 0 0.0272368241862999 0.027292576419214 0 0 0 0 0.0505305709954522 0.0175592625109745 0 0 0 0 0.0182731841023298
"upset" 0 0 0 0.0203541624262162 0.0348189415041783 0 0 0 0 0 0 0 0 0 0.0203541624262162 0 0 0.0545851528384279 0.036042530185619 0 0 0 0 0 0 0 0 0 0.0182731841023298
"waking" 0 0 0 0 0 0 0 0 0 0 0.0370644922164566 0 0 0.0383926286153059 0 0 0 0 0.036042530185619 0.0807754442649435 0.0370644922164566 0 0 0 0 0 0.0383926286153059 0 0
"whirl" 0 0 0.0274348422496571 0 0 0 0 0 0 0 0 0 0.0212426978226235 0 0 0 0 0 0 0 0 0.0212426978226235 0 0 0 0.0274348422496571 0 0.0274348422496571 0.00913659205116491
"written" 0 0.0071854566357692 0 0 0 0 0.0154750851129681 0 0.0071854566357692 0 0 0.0124440019910403 0 0.0255950857435372 0 0.0154750851129681 0 0 0 0 0 0 0.0505305709954522 0 0.0154750851129681 0 0.0255950857435372 0 0
"absolutely" 0 0.0071854566357692 0 0.0407083248524323 0.0696378830083565 0 0 0 0.0071854566357692 0 0.0370644922164566 0 0 0 0.0407083248524323 0 0 0 0 0 0.0370644922164566 0 0 0 0 0 0 0 0
"apartment" 0 0.035927283178846 0 0 0 0 0 0 0.035927283178846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"appointment" 0 0.035927283178846 0 0 0 0 0 0 0.035927283178846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ballet" 0 0 0 0.0203541624262162 0 0 0 0 0 0 0 0 0 0.0511901714870745 0.0203541624262162 0 0 0 0 0 0 0 0 0 0 0 0.0511901714870745 0 0
"barn" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.175592625109745 0 0 0 0 0
"basement" 0 0 0 0 0 0 0.0464252553389044 0 0 0 0 0 0 0 0 0.0464252553389044 0 0 0 0 0 0 0.0505305709954522 0 0.0464252553389044 0 0 0 0
"bears" 0 0.0071854566357692 0 0 0 0 0 0 0.0071854566357692 0 0 0 0.0106213489113117 0 0 0 0 0 0 0 0 0.0106213489113117 0 0 0 0 0 0 0.0548195523069895
"believing" 0 0 0 0 0 0 0.0154750851129681 0 0 0 0 0.0871080139372822 0 0 0 0.0154750851129681 0 0 0 0 0 0 0 0 0.0154750851129681 0 0 0 0
"bill" 0 0 0 0 0 0 0.0154750851129681 0 0 0 0 0.0124440019910403 0.0212426978226235 0 0 0.0154750851129681 0 0 0 0 0 0.0212426978226235 0 0.0351185250219491 0.0154750851129681 0 0 0 0
"bird" 0.02686005909213 0 0 0 0 0 0 0.0204248366013072 0 0 0 0 0.0106213489113117 0 0 0 0.0136184120931499 0.040938864628821 0.0180212650928095 0 0 0.0106213489113117 0 0 0 0 0 0 0.00913659205116491
"bones" 0 0.0071854566357692 0 0 0 0 0.0309501702259362 0.0204248366013072 0.0071854566357692 0 0 0 0 0 0 0.0309501702259362 0 0 0 0 0 0 0 0.0175592625109745 0.0309501702259362 0 0 0 0
"bothered" 0 0 0 0 0 0 0.0154750851129681 0.0612745098039216 0 0 0 0.0124440019910403 0 0 0 0.0154750851129681 0 0 0 0 0 0 0 0.0526777875329236 0.0154750851129681 0 0 0 0
"brand" 0 0 0.0274348422496571 0 0 0 0 0 0 0 0.0370644922164566 0 0 0 0 0 0.0136184120931499 0.013646288209607 0 0 0.0370644922164566 0 0 0 0 0.0274348422496571 0 0.0274348422496571 0
"breathing" 0 0 0.0274348422496571 0 0 0 0 0 0 0 0 0 0 0.0255950857435372 0 0 0 0 0 0 0 0 0 0 0 0.0274348422496571 0.0255950857435372 0.0274348422496571 0
"bride" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0255950857435372 0 0 0 0 0 0 0 0 0 0 0 0 0.0255950857435372 0 0.0548195523069895
"brush" 0 0.0287418265430768 0 0 0 0 0 0 0.0287418265430768 0 0 0 0 0 0 0 0.0136184120931499 0 0 0 0 0 0 0 0 0 0 0 0.00913659205116491
"buried" 0 0 0 0 0 0 0.0154750851129681 0.0204248366013072 0 0 0 0 0 0 0 0.0154750851129681 0.0136184120931499 0 0 0 0 0 0 0 0.0154750851129681 0 0 0 0.0456829602558246
"cares" 0 0.0071854566357692 0.0137174211248285 0 0 0 0 0 0.0071854566357692 0 0 0.0124440019910403 0 0 0 0 0.0136184120931499 0.013646288209607 0.0180212650928095 0 0 0 0 0 0 0.0137174211248285 0 0.0137174211248285 0.00913659205116491
"case" 0.05372011818426 0 0 0 0 0 0.0154750851129681 0.0408496732026144 0 0 0 0 0 0 0 0.0154750851129681 0.0136184120931499 0.013646288209607 0 0 0 0 0 0 0.0154750851129681 0 0 0 0.00913659205116491
"cash" 0 0.0143709132715384 0 0 0 0 0 0 0.0143709132715384 0 0 0 0 0 0 0 0.0408552362794498 0.027292576419214 0.0180212650928095 0 0 0 0 0 0 0 0 0 0
"caviar" 0 0.0143709132715384 0 0 0 0 0.0154750851129681 0 0.0143709132715384 0 0 0.037332005973121 0 0 0 0.0154750851129681 0 0 0 0 0 0 0 0 0.0154750851129681 0 0 0 0
"champagne" 0 0.0143709132715384 0 0 0 0 0 0 0.0143709132715384 0 0 0.0622200099552016 0 0 0 0 0 0 0 0 0 0 0.0505305709954522 0 0 0 0 0 0
"charles" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.175592625109745 0 0 0 0 0
"cliff" 0 0.035927283178846 0 0 0 0 0 0 0.035927283178846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"clip" 0 0 0 0 0 0 0 0 0 0 0.148257968865827 0 0.0106213489113117 0 0 0 0 0 0 0 0.148257968865827 0.0106213489113117 0 0 0 0 0 0 0
"common" 0 0.0071854566357692 0 0 0 0 0 0 0.0071854566357692 0 0 0.0248880039820806 0.0106213489113117 0 0 0 0.0272368241862999 0.027292576419214 0 0 0 0.0106213489113117 0 0 0 0 0 0 0
"compassion" 0 0.0071854566357692 0 0 0 0 0 0 0.0071854566357692 0 0 0 0 0.0383926286153059 0 0 0 0 0 0 0 0 0 0 0 0 0.0383926286153059 0 0.0182731841023298
"conversation" 0 0.0071854566357692 0.0137174211248285 0.0203541624262162 0.0348189415041783 0 0 0.0204248366013072 0.0071854566357692 0 0 0 0 0 0.0203541624262162 0 0.0136184120931499 0 0 0 0 0 0 0 0 0.0137174211248285 0 0.0137174211248285 0
"conversations" 0 0.035927283178846 0 0 0 0 0 0 0.035927283178846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cows" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.126148855649667 0 0 0 0 0.0526777875329236 0 0 0 0 0
"decided" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0511901714870745 0 0 0.0136184120931499 0 0.0180212650928095 0 0 0 0 0 0 0 0.0511901714870745 0 0
"delight" 0 0 0 0 0 0 0 0 0 0 0.0741289844329133 0 0.0106213489113117 0.0255950857435372 0 0 0 0 0 0 0.0741289844329133 0.0106213489113117 0 0 0 0 0.0255950857435372 0 0
"delilah" 0 0.0287418265430768 0 0 0 0 0 0 0.0287418265430768 0 0 0 0 0.0127975428717686 0 0 0 0 0 0 0 0 0 0 0 0 0.0127975428717686 0 0
"despair" 0 0 0 0 0 0 0.0154750851129681 0 0 0 0 0 0.0106213489113117 0.0127975428717686 0 0.0154750851129681 0.0272368241862999 0 0 0 0 0.0106213489113117 0 0 0.0154750851129681 0 0.0127975428717686 0 0.00913659205116491
"dining" 0 0 0.0274348422496571 0 0 0 0.0154750851129681 0 0 0 0 0 0 0 0 0.0154750851129681 0 0.013646288209607 0 0 0 0 0 0 0.0154750851129681 0.0274348422496571 0 0.0274348422496571 0
"disappeared" 0 0 0.0274348422496571 0 0 0 0 0 0 0 0 0 0.0106213489113117 0 0 0 0.0136184120931499 0.013646288209607 0 0 0 0.0106213489113117 0 0 0 0.0274348422496571 0 0.0274348422496571 0
"distant" 0.02686005909213 0 0.0274348422496571 0 0 0 0.0154750851129681 0 0 0 0 0 0 0 0 0.0154750851129681 0 0 0 0 0 0 0 0 0.0154750851129681 0.0274348422496571 0 0.0274348422496571 0
"diva" 0 0 0 0 0 0 0 0 0 0 0 0 0.0106213489113117 0.0511901714870745 0 0 0 0 0 0 0 0.0106213489113117 0 0 0 0 0.0511901714870745 0 0
"document" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0913659205116492
"double" 0.02686005909213 0 0.0137174211248285 0 0 0 0.0154750851129681 0.0204248366013072 0 0 0 0 0.0106213489113117 0 0 0.0154750851129681 0 0 0 0 0 0.0106213489113117 0 0 0.0154750851129681 0.0137174211248285 0 0.0137174211248285 0
"draft" 0 0.035927283178846 0 0 0 0 0 0 0.035927283178846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"duty" 0 0.0071854566357692 0.0137174211248285 0 0 0 0 0 0.0071854566357692 0 0 0 0 0 0 0 0.0136184120931499 0.040938864628821 0 0 0 0 0 0 0 0.0137174211248285 0 0.0137174211248285 0.00913659205116491
"ear" 0.02686005909213 0 0 0.0203541624262162 0 0 0 0 0 0 0 0 0.0106213489113117 0 0.0203541624262162 0 0 0 0 0.24232633279483 0 0.0106213489113117 0.101061141990904 0 0 0 0 0 0
"egypt" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.180212650928095 0 0 0 0 0 0 0 0 0 0
"eve" 0 0.035927283178846 0 0 0 0 0 0 0.035927283178846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"exit" 0.05372011818426 0 0.0137174211248285 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0136184120931499 0 0 0 0 0 0 0 0 0.0137174211248285 0 0.0137174211248285 0.0365463682046597
"explain" 0 0 0.0137174211248285 0 0 0 0 0 0 0 0 0.0124440019910403 0 0 0 0 0.0136184120931499 0.013646288209607 0.0180212650928095 0 0 0 0.0505305709954522 0 0 0.0137174211248285 0 0.0137174211248285 0.0182731841023298
"expression" 0 0.035927283178846 0 0 0 0 0 0 0.035927283178846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fallen" 0 0.0071854566357692 0 0 0 0 0 0 0.0071854566357692 0 0 0.0124440019910403 0 0.0383926286153059 0 0 0.0136184120931499 0 0 0 0 0 0 0 0 0 0.0383926286153059 0 0
"favour" 0 0.0287418265430768 0 0 0 0 0 0 0.0287418265430768 0 0 0 0.0106213489113117 0 0 0 0 0 0 0 0 0.0106213489113117 0 0 0 0 0 0 0
"fears" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0639877143588431 0 0 0 0 0 0 0 0 0 0 0 0 0.0639877143588431 0 0
"flowers" 0.02686005909213 0 0 0 0 0 0 0 0 0 0.11119347664937 0.0124440019910403 0 0.0127975428717686 0 0 0 0 0 0 0.11119347664937 0 0 0 0 0 0.0127975428717686 0 0
"gala" 0 0.0071854566357692 0 0 0 0 0 0 0.0071854566357692 0 0 0 0.0106213489113117 0.0383926286153059 0 0 0 0 0 0 0 0.0106213489113117 0 0 0 0 0.0383926286153059 0 0
"gladly" 0.02686005909213 0 0 0.0203541624262162 0.0348189415041783 0 0 0 0 0 0 0 0.0106213489113117 0 0.0203541624262162 0 0 0 0 0 0 0.0106213489113117 0 0 0 0 0 0 0.0365463682046597
"grant" 0 0 0 0 0 0 0 0 0 0 0 0 0.0106213489113117 0.0511901714870745 0 0 0 0 0 0 0 0.0106213489113117 0 0 0 0 0.0511901714870745 0 0
"grasp" 0 0 0 0 0 0 0 0 0 0 0.0741289844329133 0 0.0106213489113117 0.0255950857435372 0 0 0 0 0 0 0.0741289844329133 0.0106213489113117 0 0 0 0 0.0255950857435372 0 0
"greet" 0.05372011818426 0.0071854566357692 0 0 0 0 0.0154750851129681 0 0.0071854566357692 0 0 0 0 0.0127975428717686 0 0.0154750851129681 0 0 0 0 0 0 0 0 0.0154750851129681 0 0.0127975428717686 0 0.00913659205116491
"handsome" 0 0.0071854566357692 0 0 0 0 0 0 0.0071854566357692 0 0 0 0.0106213489113117 0.0127975428717686 0 0 0 0 0.0540637952784285 0 0 0.0106213489113117 0 0 0 0 0.0127975428717686 0 0.00913659205116491
"hannibal" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0639877143588431 0 0 0 0 0 0 0 0 0 0 0 0 0.0639877143588431 0 0
"heads" 0 0 0.0137174211248285 0 0 0 0 0 0 0 0 0 0 0.0383926286153059 0 0 0 0 0.0180212650928095 0 0 0 0 0 0 0.0137174211248285 0.0383926286153059 0.0137174211248285 0
"heaven^s" 0 0 0 0 0 0.568181818181818 0 0 0 0.568181818181818 0 0.0124440019910403 0.0106213489113117 0 0 0 0.0408552362794498 0 0 0 0 0.0106213489113117 0 0 0 0 0 0 0
"heysanna" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13646288209607 0 0 0 0 0 0 0 0 0 0 0
"hidden" 0.05372011818426 0.0143709132715384 0 0 0 0 0.0154750851129681 0 0.0143709132715384 0 0 0 0 0 0 0.0154750851129681 0.0136184120931499 0 0 0 0 0 0 0 0.0154750851129681 0 0 0 0
"holly" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0913659205116492
"humming" 0 0 0.0411522633744856 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0136184120931499 0 0 0 0 0 0 0 0 0.0411522633744856 0 0.0411522633744856 0
"innocent" 0 0.0071854566357692 0 0 0 0 0 0.0204248366013072 0.0071854566357692 0 0 0 0 0.0127975428717686 0 0 0 0.040938864628821 0.036042530185619 0 0 0 0 0 0 0 0.0127975428717686 0 0
"insolent" 0 0 0 0 0 0 0 0 0 0 0 0 0.0106213489113117 0.0511901714870745 0 0 0 0 0 0 0 0.0106213489113117 0 0 0 0 0.0511901714870745 0 0
"ive" 0 0 0.0411522633744856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0807754442649435 0 0 0 0 0 0.0411522633744856 0 0.0411522633744856 0
"jews" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13646288209607 0 0 0 0 0 0 0 0 0 0 0
"juan" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0383926286153059 0 0 0.0544736483725998 0 0 0 0 0 0 0 0 0 0.0383926286153059 0 0
"key" 0 0 0 0.0203541624262162 0.0348189415041783 0 0.0154750851129681 0.0204248366013072 0 0 0.0370644922164566 0 0 0 0.0203541624262162 0.0154750851129681 0 0 0 0.0807754442649435 0.0370644922164566 0 0 0 0.0154750851129681 0 0 0 0
"kit" 0 0 0 0 0 0 0 0.204248366013072 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"kittens" 0.02686005909213 0 0 0 0 0 0.0464252553389044 0 0 0 0 0 0 0 0 0.0464252553389044 0 0 0 0 0 0 0 0 0.0464252553389044 0 0 0 0
"lammastide" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0913659205116492
"laughing" 0 0.0071854566357692 0 0.0203541624262162 0.0348189415041783 0 0.0154750851129681 0 0.0071854566357692 0 0 0 0.0106213489113117 0 0.0203541624262162 0.0154750851129681 0 0 0 0 0 0.0106213489113117 0 0 0.0154750851129681 0 0 0 0
"laughs" 0 0.0143709132715384 0 0 0 0 0.0309501702259362 0 0.0143709132715384 0 0 0 0 0 0 0.0309501702259362 0 0 0 0 0 0 0 0 0.0309501702259362 0 0 0 0
"lean" 0 0.0143709132715384 0.0137174211248285 0 0 0 0.0154750851129681 0 0.0143709132715384 0 0 0 0 0 0 0.0154750851129681 0 0 0 0 0 0 0 0 0.0154750851129681 0.0137174211248285 0 0.0137174211248285 0
"lightning" 0 0 0.0411522633744856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0411522633744856 0 0.0411522633744856 0.00913659205116491
"loose" 0.02686005909213 0 0.0411522633744856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0411522633744856 0 0.0411522633744856 0
"lust" 0 0.0143709132715384 0 0 0 0 0 0 0.0143709132715384 0 0 0.0124440019910403 0 0.0255950857435372 0 0 0 0 0 0 0 0 0 0 0 0 0.0255950857435372 0 0.00913659205116491
"man^s" 0 0 0 0 0 0 0.0154750851129681 0 0 0 0.0370644922164566 0.0124440019910403 0 0 0 0.0154750851129681 0 0 0 0 0.0370644922164566 0 0 0.0175592625109745 0.0154750851129681 0 0 0 0.0274097761534947
"marry" 0 0.0143709132715384 0 0.0203541624262162 0.0348189415041783 0 0 0 0.0143709132715384 0 0 0.0124440019910403 0 0 0.0203541624262162 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0182731841023298
"meat" 0 0 0.0274348422496571 0 0 0 0 0 0 0 0 0 0 0.0127975428717686 0 0 0.0136184120931499 0 0.0180212650928095 0 0 0 0 0 0 0.0274348422496571 0.0127975428717686 0.0274348422496571 0
"middle" 0 0 0 0 0 0 0 0 0 0 0.0741289844329133 0 0 0 0 0 0.0408552362794498 0 0.0180212650928095 0 0.0741289844329133 0 0.0505305709954522 0 0 0 0 0 0.00913659205116491
"million" 0 0.0287418265430768 0 0 0 0 0 0 0.0287418265430768 0 0 0.0124440019910403 0 0 0 0 0.0136184120931499 0 0 0 0 0 0 0 0 0 0 0 0
"monster" 0 0 0 0 0 0 0.0309501702259362 0 0 0 0 0.037332005973121 0 0 0 0.0309501702259362 0 0 0.0180212650928095 0 0 0 0 0 0.0309501702259362 0 0 0 0
"movie^s" 0 0.035927283178846 0 0 0 0 0 0 0.035927283178846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"murder" 0 0.0143709132715384 0 0 0 0 0 0.0408496732026144 0.0143709132715384 0 0 0.0124440019910403 0 0.0127975428717686 0 0 0 0.013646288209607 0 0 0 0 0 0 0 0 0.0127975428717686 0 0
"myron" 0 0.035927283178846 0 0 0 0 0 0 0.035927283178846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nightmare" 0 0.0071854566357692 0 0.0407083248524323 0.0348189415041783 0 0 0 0.0071854566357692 0 0 0 0 0.0127975428717686 0.0407083248524323 0 0 0 0 0 0 0 0 0 0 0 0.0127975428717686 0 0.00913659205116491
"occasion" 0.02686005909213 0 0 0 0 0 0.0154750851129681 0.0204248366013072 0 0 0 0.0248880039820806 0 0 0 0.0154750851129681 0.0136184120931499 0 0 0 0 0 0 0 0.0154750851129681 0 0 0 0.0182731841023298
"oil" 0 0 0.0411522633744856 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0136184120931499 0 0 0 0 0 0 0 0 0.0411522633744856 0 0.0411522633744856 0
"one^s" 0 0 0 0 0 0 0 0 0 0 0 0 0.0212426978226235 0.0255950857435372 0 0 0.0136184120931499 0.013646288209607 0 0 0 0.0212426978226235 0 0 0 0 0.0255950857435372 0 0
"palm" 0 0.0143709132715384 0 0 0 0 0 0 0.0143709132715384 0 0 0 0 0 0 0 0 0 0.108127590556857 0 0 0 0 0 0 0 0 0 0
"passed" 0 0 0 0 0 0 0 0 0 0 0 0 0.0106213489113117 0.0255950857435372 0 0 0.0136184120931499 0 0 0 0 0.0106213489113117 0 0.0175592625109745 0 0 0.0255950857435372 0 0.0182731841023298
"pays" 0.08058017727639 0.0071854566357692 0 0 0 0 0.0154750851129681 0 0.0071854566357692 0 0 0 0.0106213489113117 0 0 0.0154750851129681 0 0 0 0 0 0.0106213489113117 0 0 0.0154750851129681 0 0 0 0
"plans" 0 0 0 0.0203541624262162 0 0 0 0 0 0 0 0 0.0106213489113117 0.0127975428717686 0.0203541624262162 0 0 0.013646288209607 0 0 0 0.0106213489113117 0 0 0 0 0.0127975428717686 0 0.0274097761534947
"private" 0 0.0071854566357692 0 0.0203541624262162 0.0348189415041783 0 0 0.0408496732026144 0.0071854566357692 0 0 0 0 0 0.0203541624262162 0 0 0 0 0 0 0 0 0.0175592625109745 0 0 0 0 0.0182731841023298
"pulled" 0 0.0143709132715384 0.0137174211248285 0 0 0 0.0154750851129681 0 0.0143709132715384 0 0 0 0 0 0 0.0154750851129681 0 0 0 0 0 0 0 0 0.0154750851129681 0.0137174211248285 0 0.0137174211248285 0
"quickly" 0 0 0 0 0 0 0.0154750851129681 0 0 0 0 0.0248880039820806 0.0106213489113117 0 0 0.0154750851129681 0 0 0 0 0 0.0106213489113117 0 0.0175592625109745 0.0154750851129681 0 0 0 0.0182731841023298
"relax" 0 0.0071854566357692 0 0 0 0 0 0 0.0071854566357692 0 0 0 0.0106213489113117 0 0 0 0 0.0682314410480349 0.0180212650928095 0 0 0.0106213489113117 0 0 0 0 0 0 0
"resist" 0 0.0143709132715384 0 0 0 0 0 0 0.0143709132715384 0 0 0.0124440019910403 0 0.0255950857435372 0 0 0 0 0.0180212650928095 0 0 0 0 0 0 0 0.0255950857435372 0 0
"rising" 0 0 0 0 0 0 0.0154750851129681 0 0 0 0 0.0124440019910403 0.0212426978226235 0 0 0.0154750851129681 0 0 0 0 0 0.0212426978226235 0 0 0.0154750851129681 0 0 0 0.0182731841023298
"rome" 0 0 0.0137174211248285 0 0 0 0 0 0 0 0 0 0 0.0127975428717686 0 0 0.0272368241862999 0.040938864628821 0 0 0 0 0 0 0 0.0137174211248285 0.0127975428717686 0.0137174211248285 0
"rumpus" 0 0 0 0 0 0 0.0464252553389044 0 0 0 0 0 0 0 0 0.0464252553389044 0 0 0.0180212650928095 0 0 0 0 0 0.0464252553389044 0 0 0 0
"sacrificed" 0 0.0071854566357692 0 0 0 0 0 0 0.0071854566357692 0 0 0 0 0 0 0 0 0.109170305676856 0 0 0 0 0 0 0 0 0 0 0
